Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,160.0,163.0,159.0,161.75,107.86360931396484,659631
2002-07-02,161.0500030517578,163.35000610351562,160.0,160.39999389648438,106.96332550048828,282660
2002-07-03,161.0,162.0,158.85000610351562,159.8000030517578,106.563232421875,500553
2002-07-04,159.14999389648438,160.89999389648438,157.5,158.0,105.36289978027344,284181
2002-07-05,158.0500030517578,159.75,157.10000610351562,157.5500030517578,105.06281280517578,252587
2002-07-08,157.64999389648438,164.35000610351562,157.64999389648438,163.5500030517578,109.06391906738281,587271
2002-07-09,164.8000030517578,166.0,160.60000610351562,160.9499969482422,107.3301010131836,986722
2002-07-10,161.14999389648438,161.89999389648438,158.8000030517578,160.3000030517578,106.89666748046875,397472
2002-07-11,160.8000030517578,161.89999389648438,157.5,158.10000610351562,105.4295425415039,332974
2002-07-12,160.1999969482422,160.1999969482422,157.5500030517578,157.9499969482422,105.32953643798828,148772
2002-07-15,158.25,158.25,154.10000610351562,154.89999389648438,103.2956771850586,268573
2002-07-16,156.0,156.0,150.5500030517578,151.75,101.19506072998047,1001444
2002-07-17,151.35000610351562,151.60000610351562,148.1999969482422,149.25,99.52790832519531,600910
2002-07-18,148.64999389648438,151.0,148.64999389648438,150.0,100.0280532836914,422730
2002-07-19,150.85000610351562,151.0,149.60000610351562,150.1999969482422,100.16143035888672,332233
2002-07-22,150.10000610351562,150.10000610351562,142.0,142.6999969482422,95.16002655029297,585861
2002-07-23,143.0,144.5,140.0,141.9499969482422,94.65989685058594,490268
2002-07-24,142.0,142.0,135.64999389648438,137.5500030517578,91.72572326660156,664749
2002-07-25,140.0,140.25,135.0,136.39999389648438,90.95885467529297,887369
2002-07-26,135.0,138.39999389648438,133.64999389648438,136.89999389648438,91.2922592163086,788742
2002-07-29,138.39999389648438,138.39999389648438,132.25,135.35000610351562,90.25867462158203,618561
2002-07-30,135.1999969482422,137.9499969482422,133.14999389648438,133.9499969482422,89.3250732421875,760305
2002-07-31,131.60000610351562,134.0,129.3000030517578,132.75,88.52482604980469,521095
2002-08-01,133.1999969482422,134.8000030517578,130.39999389648438,130.85000610351562,87.2578125,219736
2002-08-02,130.0500030517578,136.25,129.1999969482422,135.5,90.3586654663086,694319
2002-08-05,135.5,139.5,135.0,138.8000030517578,92.55928802490234,1575370
2002-08-06,137.9499969482422,139.25,134.64999389648438,138.14999389648438,92.1258316040039,453280
2002-08-07,140.10000610351562,140.8000030517578,137.1999969482422,137.6999969482422,91.82573699951172,298970
2002-08-08,142.39999389648438,142.39999389648438,134.75,135.0,90.02523803710938,318460
2002-08-09,133.75,136.3000030517578,131.3000030517578,134.64999389648438,89.79181671142578,449655
2002-08-12,134.60000610351562,137.39999389648438,134.3000030517578,136.39999389648438,90.95885467529297,313294
2002-08-13,139.0,139.0,135.5500030517578,136.3000030517578,90.89216613769531,294362
2002-08-14,135.64999389648438,136.89999389648438,135.0500030517578,136.35000610351562,90.92550659179688,157429
2002-08-15,136.35000610351562,136.35000610351562,136.35000610351562,136.35000610351562,90.92550659179688,0
2002-08-16,137.5,137.5,134.60000610351562,136.3000030517578,90.89216613769531,403135
2002-08-19,136.0,137.8000030517578,135.8000030517578,136.3000030517578,90.89216613769531,365293
2002-08-20,136.85000610351562,137.35000610351562,135.85000610351562,136.64999389648438,91.12554931640625,237879
2002-08-21,136.39999389648438,140.8000030517578,136.14999389648438,139.1999969482422,92.8260269165039,815917
2002-08-22,140.0,141.25,139.14999389648438,139.89999389648438,93.2928237915039,571086
2002-08-23,140.0,140.75,138.60000610351562,140.10000610351562,93.42619323730469,330367
2002-08-26,140.25,142.14999389648438,139.60000610351562,140.25,93.52622985839844,415246
2002-08-27,140.0,140.60000610351562,138.0500030517578,138.8000030517578,92.55928802490234,368890
2002-08-28,138.0,138.5,135.39999389648438,137.10000610351562,91.42565155029297,463241
2002-08-29,137.8000030517578,138.0,136.1999969482422,136.5500030517578,91.05888366699219,368255
2002-08-30,137.75,138.60000610351562,136.1999969482422,138.10000610351562,92.09251403808594,303979
2002-09-02,139.1999969482422,140.5,138.39999389648438,139.85000610351562,93.2594985961914,249037
2002-09-03,140.5500030517578,141.5,139.0,139.35000610351562,92.92607879638672,378633
2002-09-04,138.5500030517578,139.5,137.3000030517578,137.4499969482422,91.6590576171875,350894
2002-09-05,140.0,143.35000610351562,137.39999389648438,141.10000610351562,94.09305572509766,1111490
2002-09-06,141.0,142.75,137.8000030517578,138.39999389648438,92.29255676269531,891811
2002-09-09,139.60000610351562,139.75,136.8000030517578,138.0500030517578,92.05914306640625,330768
2002-09-10,138.0500030517578,138.0500030517578,138.0500030517578,138.0500030517578,92.05914306640625,0
2002-09-11,138.25,142.3000030517578,138.25,141.6999969482422,94.49317169189453,523877
2002-09-12,143.35000610351562,147.4499969482422,140.60000610351562,146.60000610351562,97.7607421875,2199080
2002-09-13,145.14999389648438,146.5,144.1999969482422,145.0,96.69380187988281,465067
2002-09-16,146.0,146.8000030517578,141.14999389648438,142.5500030517578,95.05998992919922,384077
2002-09-17,143.3000030517578,145.0,142.60000610351562,143.3000030517578,95.56011962890625,141430
2002-09-18,143.0,144.0,139.5,139.85000610351562,93.2594985961914,341382
2002-09-19,139.8000030517578,141.0,137.5,138.75,92.52595520019531,290516
2002-09-20,137.5,139.4499969482422,136.5500030517578,138.60000610351562,92.42593383789062,333817
2002-09-23,139.10000610351562,140.0,137.0,138.6999969482422,92.49260711669922,245350
2002-09-24,137.0,138.35000610351562,136.64999389648438,136.9499969482422,91.32563018798828,331935
2002-09-25,135.60000610351562,136.89999389648438,135.10000610351562,136.4499969482422,90.99217987060547,234198
2002-09-26,136.60000610351562,137.4499969482422,135.8000030517578,136.4499969482422,90.99217987060547,213214
2002-09-27,138.3000030517578,139.5,136.39999389648438,139.0500030517578,92.72600555419922,323951
2002-09-30,139.10000610351562,139.10000610351562,137.0,137.75,91.8591079711914,233684
2002-10-01,136.5500030517578,138.64999389648438,136.5500030517578,138.14999389648438,92.1258316040039,238998
