Date,Open,High,Low,Close,Adj Close,Volume
2002-08-12,38.724998474121094,40.0,38.724998474121094,39.70000076293945,28.20138168334961,212976
2002-08-13,39.75,40.38750076293945,38.875,39.162498474121094,27.819557189941406,153576
2002-08-14,39.25,39.25,35.724998474121094,36.462501525878906,25.90158462524414,822776
2002-08-15,36.462501525878906,36.462501525878906,36.462501525878906,36.462501525878906,25.90158462524414,0
2002-08-16,36.275001525878906,38.0,35.75,36.375,25.83942413330078,811856
2002-08-19,36.67499923706055,36.67499923706055,35.13750076293945,35.474998474121094,25.200103759765625,205880
2002-08-20,35.724998474121094,38.724998474121094,35.48749923706055,36.462501525878906,25.90158462524414,3773624
2002-08-21,38.474998474121094,39.20000076293945,36.525001525878906,38.25,27.171354293823242,3011064
2002-08-22,39.51250076293945,41.57500076293945,39.3125,39.900001525878906,28.34345245361328,6732480
2002-08-23,40.25,43.625,39.76250076293945,42.29999923706055,30.048315048217773,4841672
2002-08-26,42.974998474121094,43.25,41.8125,42.150001525878906,29.94176483154297,2576912
2002-08-27,42.5,44.25,40.75,41.099998474121094,29.195894241333008,3694224
2002-08-28,40.974998474121094,41.599998474121094,40.287498474121094,41.13750076293945,29.222522735595703,1674960
2002-08-29,40.88750076293945,41.875,40.75,41.13750076293945,29.222522735595703,1236544
2002-08-30,41.26250076293945,45.125,41.25,44.04999923706055,31.291461944580078,3762384
2002-09-02,44.75,45.974998474121094,44.04999923706055,44.5,31.61111831665039,2389568
2002-09-03,44.75,44.9375,42.0,42.412498474121094,30.128238677978516,986784
2002-09-04,41.875,43.75,41.38750076293945,43.337501525878906,30.78532600402832,1449856
2002-09-05,44.662498474121094,44.86249923706055,42.5,43.07500076293945,30.598861694335938,1061360
2002-09-06,43.25,43.25,41.01250076293945,41.474998474121094,29.4622745513916,907472
2002-09-09,39.5,42.6875,39.5,40.9375,29.08045768737793,880848
2002-09-10,40.9375,40.9375,40.9375,40.9375,29.08045768737793,0
2002-09-11,41.162498474121094,42.70000076293945,41.162498474121094,41.974998474121094,29.81745719909668,635936
2002-09-12,42.48749923706055,43.224998474121094,41.900001525878906,42.1875,29.968400955200195,781968
2002-09-13,40.712501525878906,42.224998474121094,40.63750076293945,40.98749923706055,29.115962982177734,338264
2002-09-16,41.375,41.599998474121094,39.875,40.1875,28.547679901123047,288592
2002-09-17,40.912498474121094,41.625,40.775001525878906,41.36249923706055,29.38237190246582,462952
2002-09-18,41.125,41.25,39.75,40.087501525878906,28.47663688659668,315432
2002-09-19,39.75,41.07500076293945,39.25,39.75,28.236894607543945,490848
2002-09-20,38.32500076293945,39.67499923706055,38.162498474121094,39.099998474121094,27.775156021118164,501072
2002-09-23,39.375,39.474998474121094,38.275001525878906,38.4375,27.30453872680664,248504
2002-09-24,38.29999923706055,38.29999923706055,36.724998474121094,37.13750076293945,26.381072998046875,267912
2002-09-25,36.275001525878906,37.75,36.0,37.42499923706055,26.585294723510742,379544
2002-09-26,38.20000076293945,38.61249923706055,37.75,38.01250076293945,27.002653121948242,178136
2002-09-27,37.88750076293945,39.0,37.88750076293945,38.474998474121094,27.33118438720703,206288
2002-09-30,37.88750076293945,38.474998474121094,36.275001525878906,37.07500076293945,26.336669921875,202232
2002-10-01,37.25,37.75,36.125,36.76250076293945,26.114686965942383,240192
2002-10-02,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,26.114686965942383,0
2002-10-03,37.25,39.75,37.25,37.75,26.816181182861328,673264
2002-10-04,38.25,38.36249923706055,37.125,37.51250076293945,26.647462844848633,258296
2002-10-07,37.76250076293945,38.0,37.025001525878906,37.349998474121094,26.532024383544922,110976
2002-10-08,37.462501525878906,38.724998474121094,37.25,38.36249923706055,27.25127410888672,227352
2002-10-09,38.5,39.11249923706055,37.0625,37.38750076293945,26.55866241455078,277040
2002-10-10,38.5,38.5,36.63750076293945,37.42499923706055,26.585294723510742,173224
2002-10-11,38.474998474121094,38.9375,38.11249923706055,38.212501525878906,27.144723892211914,192536
2002-10-14,38.92499923706055,39.0,37.57500076293945,37.9375,26.949363708496094,152744
2002-10-15,37.9375,37.9375,37.9375,37.9375,26.949363708496094,0
2002-10-16,42.775001525878906,42.775001525878906,37.775001525878906,38.01250076293945,27.002653121948242,247760
2002-10-17,38.25,38.25,37.525001525878906,38.01250076293945,27.002653121948242,144512
2002-10-18,38.75,39.92499923706055,38.287498474121094,38.8125,27.570938110351562,512312
2002-10-21,39.724998474121094,40.73749923706055,39.25,39.412498474121094,27.997146606445312,646296
2002-10-22,39.75,39.75,37.75,37.98749923706055,26.984882354736328,229384
2002-10-23,38.25,38.70000076293945,37.525001525878906,37.8125,26.86057472229004,153320
2002-10-24,38.224998474121094,38.349998474121094,36.900001525878906,37.150001525878906,26.389965057373047,168744
2002-10-25,36.5,37.087501525878906,36.275001525878906,36.38750076293945,25.84830093383789,172296
2002-10-28,36.125,36.5,35.54999923706055,35.849998474121094,25.46648406982422,134504
2002-10-29,35.75,36.45000076293945,35.54999923706055,36.162498474121094,25.688474655151367,143024
2002-10-30,36.5,37.4375,36.25,36.775001525878906,26.123571395874023,164320
2002-10-31,37.0,37.5,36.79999923706055,37.349998474121094,26.532024383544922,118928
2002-11-01,37.525001525878906,38.150001525878906,36.76250076293945,36.962501525878906,26.256771087646484,108792
2002-11-04,37.5,37.5,36.95000076293945,37.23749923706055,26.452112197875977,56560
2002-11-05,36.88750076293945,37.32500076293945,36.599998474121094,36.837501525878906,26.16796112060547,70288
2002-11-06,36.837501525878906,36.837501525878906,36.837501525878906,36.837501525878906,26.16796112060547,0
2002-11-07,37.5,39.5,37.5,37.974998474121094,26.97599983215332,204880
2002-11-08,37.25,37.73749923706055,37.025001525878906,37.3125,26.505401611328125,77664
2002-11-11,37.5,37.5,36.67499923706055,36.75,26.105804443359375,66568
2002-11-12,36.5,37.5,36.5,36.9375,26.238996505737305,106864
2002-11-13,37.125,37.224998474121094,36.42499923706055,36.625,26.01702117919922,106264
2002-11-14,37.20000076293945,37.900001525878906,36.63750076293945,37.125,26.372203826904297,211856
2002-11-15,37.95000076293945,38.162498474121094,37.5,37.92499923706055,26.94049072265625,154144
2002-11-18,38.25,38.73749923706055,37.837501525878906,38.3125,27.215742111206055,217672
2002-11-19,38.3125,38.3125,38.3125,38.3125,27.215742111206055,0
2002-11-20,38.25,39.875,38.25,39.57500076293945,28.112586975097656,406128
2002-11-21,40.3125,44.724998474121094,40.3125,43.0,30.54558563232422,2664024
2002-11-22,41.38750076293945,45.17499923706055,41.38750076293945,42.337501525878906,30.074962615966797,1184016
2002-11-25,42.75,43.20000076293945,41.75,42.26250076293945,30.021678924560547,428920
2002-11-26,42.625,43.45000076293945,41.775001525878906,42.01250076293945,29.844087600708008,367496
2002-11-27,42.75,42.75,40.88750076293945,41.125,29.213645935058594,301128
2002-11-28,41.525001525878906,43.724998474121094,41.51250076293945,42.79999923706055,30.40349578857422,447680
2002-11-29,42.79999923706055,42.79999923706055,42.79999923706055,42.79999923706055,30.40349578857422,0
2002-12-02,44.875,49.0,44.474998474121094,47.38750076293945,33.66228103637695,1388680
2002-12-03,48.5,52.42499923706055,46.775001525878906,50.099998474121094,35.58913803100586,4082608
2002-12-04,49.224998474121094,51.1875,47.76250076293945,48.42499923706055,34.399295806884766,2594928
2002-12-05,48.125,51.11249923706055,48.125,49.650001525878906,35.26948547363281,1720264
2002-12-06,50.5,51.67499923706055,49.63750076293945,50.95000076293945,36.19294357299805,1139968
2002-12-09,50.75,51.724998474121094,48.025001525878906,48.5,34.45256805419922,975768
2002-12-10,47.625,50.5,47.275001525878906,49.61249923706055,35.24284744262695,837808
2002-12-11,51.0,53.98749923706055,50.75,51.95000076293945,36.9033203125,3286400
2002-12-12,52.0,54.0,52.0,52.375,37.205230712890625,2568024
2002-12-13,53.0,53.67499923706055,52.275001525878906,52.587501525878906,37.35618209838867,1112288
2002-12-16,53.25,53.67499923706055,50.025001525878906,50.32500076293945,35.74897766113281,1231456
2002-12-17,51.275001525878906,51.275001525878906,48.900001525878906,49.400001525878906,35.091888427734375,855656
2002-12-18,49.95000076293945,50.724998474121094,48.599998474121094,48.9375,34.76335906982422,618096
2002-12-19,49.92499923706055,54.375,49.375,53.07500076293945,37.702484130859375,3770256
2002-12-20,53.75,54.95000076293945,52.5,53.51250076293945,38.013248443603516,2952072
2002-12-23,53.75,53.76250076293945,51.25,51.61249923706055,36.66358184814453,1277744
2002-12-24,51.75,54.0,51.5625,53.73749923706055,38.173091888427734,1729840
2002-12-25,53.73749923706055,53.73749923706055,53.73749923706055,53.73749923706055,38.173091888427734,0
2002-12-26,54.150001525878906,55.95000076293945,53.25,55.26250076293945,39.25637435913086,2894448
2002-12-27,55.650001525878906,55.875,53.787498474121094,54.01250076293945,38.368446350097656,956984
2002-12-30,54.0,57.724998474121094,52.76250076293945,57.150001525878906,40.59720230102539,4253744
2002-12-31,57.525001525878906,61.087501525878906,56.0,60.11249923706055,42.70165252685547,9998480
2003-01-01,59.98749923706055,61.974998474121094,59.98749923706055,61.087501525878906,43.39424133300781,6027072
2003-01-02,61.525001525878906,62.92499923706055,57.912498474121094,58.29999923706055,41.41412353515625,5325328
2003-01-03,60.0,61.04999923706055,58.5,59.01250076293945,41.92023468017578,4198040
2003-01-06,59.92499923706055,60.1875,56.875,57.26250076293945,40.67711639404297,4121520
2003-01-07,58.0,58.5,56.0625,56.599998474121094,40.20650100708008,2650800
2003-01-08,57.349998474121094,59.150001525878906,56.92499923706055,58.625,41.644989013671875,2648456
2003-01-09,59.0,60.150001525878906,58.45000076293945,59.20000076293945,42.05345153808594,2630400
2003-01-10,60.0,60.0,55.26250076293945,55.57500076293945,39.47837829589844,1702816
2003-01-13,56.224998474121094,56.75,54.25,56.13750076293945,39.877967834472656,2421496
2003-01-14,56.724998474121094,58.625,56.5,56.88750076293945,40.41072082519531,2239360
2003-01-15,57.349998474121094,58.625,57.025001525878906,58.025001525878906,41.21876907348633,2759760
2003-01-16,58.462501525878906,60.20000076293945,57.525001525878906,58.849998474121094,41.8048095703125,2842656
2003-01-17,58.125,59.0,57.275001525878906,57.525001525878906,40.863590240478516,1284144
2003-01-20,57.25,57.474998474121094,55.275001525878906,55.6875,39.55830764770508,928872
2003-01-21,55.76250076293945,56.5625,54.0,54.23749923706055,38.528255462646484,1147240
2003-01-22,54.70000076293945,55.75,54.07500076293945,54.474998474121094,38.69697189331055,1081352
2003-01-23,53.75,54.474998474121094,51.775001525878906,52.474998474121094,37.276275634765625,1001872
2003-01-24,52.625,53.474998474121094,49.88750076293945,50.599998474121094,35.94432830810547,1436848
2003-01-27,48.0,49.974998474121094,46.275001525878906,47.07500076293945,33.44028854370117,916832
2003-01-28,48.13750076293945,50.75,46.25,50.36249923706055,35.775611877441406,2043224
2003-01-29,50.525001525878906,51.25,48.54999923706055,48.9375,34.76335906982422,1370440
2003-01-30,48.775001525878906,51.099998474121094,48.775001525878906,49.6875,35.296112060546875,1203464
2003-01-31,48.75,50.11249923706055,48.17499923706055,48.48749923706055,34.44371032714844,1083040
2003-02-03,48.8125,52.474998474121094,48.625,52.1875,37.07204055786133,1566808
2003-02-04,52.25,53.474998474121094,50.01250076293945,50.54999923706055,35.90879821777344,1311144
2003-02-05,49.75,50.5,48.837501525878906,49.61249923706055,35.24284744262695,845080
2003-02-06,49.6875,50.900001525878906,49.125,50.61249923706055,35.953208923339844,946624
2003-02-07,50.13750076293945,51.912498474121094,49.5625,50.125,35.606895446777344,1023440
2003-02-10,49.5,50.224998474121094,48.29999923706055,48.462501525878906,34.425941467285156,449688
2003-02-11,48.5,49.73749923706055,47.75,48.025001525878906,34.11515808105469,701960
2003-02-12,48.525001525878906,48.75,47.025001525878906,47.38750076293945,33.66228103637695,459064
2003-02-13,47.38750076293945,47.38750076293945,47.38750076293945,47.38750076293945,33.66228103637695,0
2003-02-14,45.63750076293945,47.849998474121094,44.5625,44.98749923706055,31.95743179321289,790336
2003-02-17,46.25,48.0,45.787498474121094,47.849998474121094,33.9908332824707,795272
2003-02-18,48.599998474121094,49.0,47.32500076293945,47.5625,33.786598205566406,819688
2003-02-19,48.25,48.462501525878906,47.412498474121094,47.587501525878906,33.804359436035156,455960
2003-02-20,46.400001525878906,47.73749923706055,45.82500076293945,47.4375,33.69779968261719,542944
2003-02-21,47.5,47.95000076293945,46.42499923706055,46.61249923706055,33.11174774169922,494544
2003-02-24,47.73749923706055,47.73749923706055,46.5,46.900001525878906,33.31598663330078,326488
2003-02-25,45.38750076293945,47.0,45.38750076293945,45.79999923706055,32.53458023071289,264440
2003-02-26,46.275001525878906,46.95000076293945,44.650001525878906,45.0,31.966304779052734,422312
2003-02-27,44.75,46.45000076293945,44.70000076293945,45.6875,32.45466995239258,280480
